2018-06-09,62,82,15,3
2018-06-09,63,83,5,2
2018-06-09,63,83,18,3
2018-06-09,64,84,16,3
2018-06-09,65,85,1,3
2018-06-09,65,85,4,2
2018-06-09,65,85,5,1
2018-06-09,65,85,11,2
2018-06-09,66,86,9,2
2018-06-10,2,87,2,1
2018-06-10,2,87,9,3
2018-06-10,2,87,17,1
2018-06-10,2,87,18,2
2018-06-10,26,88,0,2
2018-06-10,26,88,13,3
2018-06-10,26,88,16,2
2018-06-10,26,88,17,3
2018-06-10,51,89,4,3
2018-06-10,51,89,7,2
2018-06-10,51,89,12,1
2018-06-10,51,89,17,3
2018-06-10,59,90,10,1
2018-06-10,59,90,12,2
2018-06-10,59,90,13,2
2018-06-10,67,91,7,1
2018-06-10,67,91,8,3
2018-06-10,67,91,9,3
2018-06-10,67,91,14,2
2018-06-10,68,92,0,2
2018-06-10,68,92,8,2
2018-06-10,68,92,15,3
2018-06-10,68,92,18,3
2018-06-10,69,93,0,1
2018-06-10,69,93,1,2
2018-06-10,69,93,8,2
2018-06-10,69,93,14,3
2018-06-11,3,94,5,1
2018-06-11,3,94,7,1
2018-06-11,3,94,14,3
2018-06-11,3,94,15,2
2018-06-11,8,95,1,3
2018-06-11,8,95,7,3
2018-06-11,8,95,8,1
2018-06-11,13,96,2,2
2018-06-11,13,96,6,1
2018-06-11,13,96,13,3
2018-06-11,68,97,5,3
2018-06-11,68,97,14,2
2018-06-11,68,97,17,3
2018-06-11,69,98,3,1
2018-06-11,69,98,11,3
2018-06-11,69,98,14,2
2018-06-11,69,98,17,2
2018-06-11,70,99,4,3
2018-06-11,70,99,8,3
2018-06-11,70,99,9,3
2018-06-11,70,99,15,2
2018-06-11,70,100,0,3
2018-06-11,70,100,18,2
2018-06-11,71,101,4,1
2018-06-11,72,102,1,1
2018-06-11,72,102,2,1
2018-06-11,72,102,8,3
2018-06-11,72,102,13,3
2018-06-11,73,103,10,2
2018-06-11,73,103,17,2
2018-06-11,74,104,10,2
2018-06-11,74,104,14,2
2018-06-12,12,105,0,3
2018-06-12,12,105,10,1
2018-06-12,12,105,16,3
2018-06-12,12,105,17,3
2018-06-12,25,106,8,2
2018-06-12,25,106,12,2
2018-06-12,25,106,16,3
2018-06-12,47,107,4,3
2018-06-12,47,107,13,1
2018-06-12,47,107,17,1
2018-06-12,61,108,1,1
2018-06-12,74,109,7,2
2018-06-12,74,109,10,3
2018-06-12,75,110,5,1
2018-06-12,75,110,14,2
2018-06-12,76,111,8,1
2018-06-12,76,111,13,1
2018-06-12,76,111,17,3
2018-06-12,77,112,9,2
2018-06-12,77,112,14,1
2018-06-12,77,112,18,3
2018-06-12,78,113,6,3
2018-06-12,78,113,17,2
2018-06-12,79,114,12,3
2018-06-12,79,114,13,1
2018-06-12,80,115,0,2
2018-06-13,15,116,5,2
2018-06-13,15,116,8,2
2018-06-13,15,116,15,2
2018-06-13,15,116,18,1
2018-06-13,18,117,1,1
2018-06-13,18,117,4,3
2018-06-13,18,117,14,2
2018-06-13,50,118,3,1
2018-06-13,50,118,14,1
2018-06-13,55,119,6,1
2018-06-13,69,120,3,3
2018-06-13,69,120,6,1
2018-06-13,69,120,9,1
2018-06-13,81,121,12,3
2018-06-13,81,121,15,2
2018-06-13,81,121,17,2
2018-06-13,81,121,18,2
2018-06-13,82,122,5,2
2018-06-13,83,123,2,1
2018-06-13,83,123,3,2
2018-06-13,83,123,14,3
2018-06-13,83,123,17,3
2018-06-13,84,124,7,1
2018-06-14,30,125,3,3
2018-06-14,30,125,12,2
2018-06-14,39,126,4,2
2018-06-14,39,126,5,3
2018-06-14,39,126,18,1
2018-06-14,49,127,4,3
2018-06-14,49,127,5,2
2018-06-14,49,127,18,3
2018-06-14,51,128,4,3
2018-06-14,51,128,7,1
2018-06-14,51,129,5,1
2018-06-14,51,129,12,1
2018-06-14,53,130,5,2
2018-06-14,53,130,6,2
2018-06-14,76,131,2,3
2018-06-14,76,131,14,3
2018-06-14,76,131,16,2
2018-06-14,85,132,7,1
2018-06-14,85,132,8,2
2018-06-14,85,132,17,1
2018-06-14,86,133,11,1
2018-06-14,86,133,12,1
2018-06-14,86,133,18,3
2018-06-15,3,134,12,2
2018-06-15,3,134,18,3
2018-06-15,40,135,17,3
2018-06-15,40,136,3,3
2018-06-15,40,136,7,1
2018-06-15,40,136,10,1
2018-06-15,40,136,11,3
2018-06-15,61,137,18,1
2018-06-15,64,138,8,2
2018-06-15,64,138,15,3
2018-06-15,64,138,17,3
2018-06-15,87,139,4,2
2018-06-15,87,139,6,1
2018-06-15,87,139,13,1
2018-06-15,88,140,0,1
2018-06-15,88,140,13,3
2018-06-15,89,141,9,2
2018-06-15,90,142,6,3
2018-06-15,90,142,9,2
2018-06-15,90,142,13,2
2018-06-15,90,142,14,1
2018-06-15,91,143,5,3
2018-06-15,91,143,10,3
2018-06-15,91,143,15,1
2018-06-15,92,144,0,1
2018-06-15,92,144,1,2
2018-06-15,93,145,9,1
2018-06-15,93,145,16,3
2018-06-16,18,146,3,1
2018-06-16,18,146,4,3
2018-06-16,18,146,11,1
2018-06-16,18,146,12,3
2018-06-16,41,147,3,2
2018-06-16,41,147,14,1
2018-06-16,43,148,6,1
2018-06-16,43,148,8,1
2018-06-16,71,149,2,2
2018-06-16,71,149,6,3
2018-06-16,71,149,10,3
2018-06-16,90,150,10,1
2018-06-16,93,151,17,3
2018-06-16,93,151,18,3
2018-06-16,94,152,10,1
2018-06-16,94,152,14,3
2018-06-16,94,152,15,1
2018-06-16,95,153,11,1
2018-06-16,96,154,7,3
2018-06-16,96,154,9,2
2018-06-16,96,154,10,2
2018-06-17,18,155,2,3
2018-06-17,18,155,4,1
2018-06-17,18,155,18,1
2018-06-17,41,156,1,1
2018-06-17,41,156,3,1
2018-06-17,41,156,4,2
2018-06-17,41,156,10,3
2018-06-17,47,157,7,1
2018-06-17,47,157,9,3
2018-06-17,47,157,10,1
2018-06-17,47,157,17,2
2018-06-17,48,158,2,1
2018-06-17,48,158,12,2
2018-06-17,48,158,15,1
2018-06-17,48,158,16,2
2018-06-17,56,159,0,1
2018-06-17,56,159,13,2
2018-06-17,56,159,18,2
2018-06-17,93,160,1,1
2018-06-17,93,160,11,3
2018-06-18,10,161,0,2
2018-06-18,10,161,8,1
2018-06-18,10,161,9,2
2018-06-18,10,161,12,3
2018-06-18,11,162,13,3
2018-06-18,12,163,2,3
2018-06-18,12,163,14,2
2018-06-18,27,164,18,2
2018-06-18,37,165,7,2
2018-06-18,60,166,6,3
2018-06-18,60,166,8,2
2018-06-18,60,166,18,1
2018-06-18,61,167,5,3
2018-06-18,69,168,14,1
2018-06-18,74,169,9,2
2018-06-18,74,169,15,1
2018-06-18,97,170,11,2
2018-06-18,98,171,3,1
2018-06-18,98,171,12,3
2018-06-18,98,171,13,1
2018-06-18,98,171,18,1
2018-06-18,99,172,16,3
2018-06-18,100,173,3,2
2018-06-18,100,173,4,3
2018-06-18,100,173,9,1
2018-06-18,100,173,15,1
2018-06-18,101,174,1,3
2018-06-18,101,174,4,3
2018-06-18,101,174,15,2
2018-06-19,2,175,3,3
2018-06-19,2,175,5,2
2018-06-19,2,175,17,1
2018-06-19,4,176,0,1
2018-06-19,4,176,12,3
2018-06-19,4,176,16,3
2018-06-19,15,177,1,1
2018-06-19,15,177,8,3
2018-06-19,15,177,18,3
2018-06-19,32,178,3,3
2018-06-19,32,178,5,2
2018-06-19,32,178,6,2
2018-06-19,32,178,11,2
2018-06-19,39,179,0,2
2018-06-19,39,179,2,2
2018-06-19,39,179,3,3
2018-06-19,39,179,17,1
2018-06-19,39,180,1,1
2018-06-19,39,180,3,1
2018-06-19,39,180,17,3
2018-06-19,51,181,9,1
2018-06-19,51,181,12,1
2018-06-19,65,182,1,1
2018-06-19,65,182,4,3
2018-06-19,65,182,13,2
2018-06-19,65,182,16,3
2018-06-19,73,183,2,1
2018-06-19,73,183,4,3
2018-06-19,73,183,8,1
2018-06-19,73,183,9,3
2018-06-19,81,184,3,1
2018-06-19,81,184,7,3
2018-06-19,89,185,10,2
2018-06-19,89,185,12,2
2018-06-19,102,186,3,1
2018-06-19,102,186,16,2
2018-06-19,103,187,0,1
2018-06-19,104,188,0,1
2018-06-19,104,188,3,3
2018-06-19,104,188,12,3
2018-06-19,104,188,16,2
2018-06-19,105,189,16,1
2018-06-19,106,190,0,1
2018-06-19,106,190,7,2
2018-06-19,106,190,14,1
2018-06-20,6,191,18,1
2018-06-20,20,192,12,3
2018-06-20,20,192,13,3
2018-06-20,39,193,8,1
2018-06-20,39,193,11,2
2018-06-20,39,193,15,3
2018-06-20,41,194,3,1
2018-06-20,41,194,14,2
2018-06-20,41,194,15,2
2018-06-20,41,194,17,3
2018-06-20,45,195,7,2
2018-06-20,71,196,1,1
2018-06-20,71,196,5,2
2018-06-20,71,196,17,3
2018-06-20,82,197,4,3
2018-06-20,82,197,14,2
2018-06-20,107,198,15,2
2018-06-20,107,198,16,2
2018-06-20,107,198,18,2
2018-06-21,11,199,2,2
2018-06-21,31,200,3,3
2018-06-21,31,200,4,1
2018-06-21,31,200,8,3
2018-06-21,37,201,2,1
2018-06-21,37,201,18,1
2018-06-21,44,202,4,3
2018-06-21,44,202,15,2
2018-06-21,46,203,17,3
2018-06-21,52,204,1,1
2018-06-21,52,204,6,2
2018-06-21,52,204,8,2
2018-06-21,52,204,16,3
2018-06-21,87,205,4,2
2018-06-21,103,206,0,3
2018-06-21,103,206,7,3
2018-06-21,103,206,15,2
2018-06-21,108,207,3,2
2018-06-21,108,207,10,2
2018-06-21,108,207,15,3
2018-06-21,109,208,4,3
2018-06-21,109,208,8,2
2018-06-21,109,208,14,3
2018-06-21,109,209,11,2
2018-06-21,109,209,13,2
2018-06-21,110,210,6,1
2018-06-21,110,210,8,2
2018-06-21,110,210,12,3
2018-06-22,16,211,7,1
2018-06-22,16,211,10,2
2018-06-22,16,211,14,2
2018-06-22,16,211,18,1
2018-06-22,43,212,6,1
2018-06-22,43,212,12,1
2018-06-22,43,212,13,3
2018-06-22,43,212,18,3
2018-06-22,84,213,0,3
2018-06-22,84,213,6,1
2018-06-22,84,213,7,1
2018-06-22,87,214,16,1
2018-06-22,88,215,15,1
2018-06-22,91,216,3,1
2018-06-22,91,216,8,1
2018-06-22,106,217,5,3
2018-06-22,109,218,2,3
2018-06-22,109,218,9,1
2018-06-22,109,218,13,2
2018-06-22,109,218,14,1
2018-06-23,12,219,7,3
2018-06-23,12,219,15,3
2018-06-23,12,219,17,3
2018-06-23,25,220,18,1
2018-06-23,76,221,3,1
2018-06-23,76,221,4,2
2018-06-23,78,222,13,3
2018-06-23,78,222,15,1
2018-06-23,80,223,4,1
2018-06-23,80,223,6,3
2018-06-23,80,223,10,1
2018-06-23,91,224,5,1
2018-06-23,91,224,9,3
2018-06-23,91,224,10,3
2018-06-23,91,224,14,3
2018-06-23,111,225,3,1
2018-06-23,111,225,14,3
2018-06-23,112,226,9,2
2018-06-23,113,227,1,2
2018-06-23,113,227,3,1
2018-06-23,113,227,11,1
2018-06-23,113,227,16,3
2018-06-24,5,228,3,3
2018-06-24,5,228,9,1
2018-06-24,14,229,2,2
2018-06-24,20,230,17,3
2018-06-24,23,231,0,2
2018-06-24,23,231,11,3
2018-06-24,46,232,4,2
2018-06-24,46,232,12,1
2018-06-24,46,232,17,2
2018-06-24,49,233,8,1
2018-06-24,49,233,12,2
2018-06-24,49,233,13,2
2018-06-24,69,234,1,1
2018-06-24,89,235,10,3
2018-06-24,89,235,13,3
2018-06-24,89,235,17,3
2018-06-24,97,236,11,2
2018-06-24,97,236,16,2
2018-06-24,99,237,10,3
2018-06-24,114,238,5,2
2018-06-24,114,238,10,2
2018-06-24,114,238,15,2
2018-06-24,114,238,16,2
2018-06-24,115,239,4,2
2018-06-24,115,239,18,1
2018-06-25,16,240,0,1
2018-06-25,16,240,13,1
2018-06-25,16,240,16,1
2018-06-25,116,241,4,3
2018-06-25,116,241,6,2
2018-06-25,116,241,14,3
2018-06-25,116,241,16,2
2018-06-26,6,242,4,3
2018-06-26,6,242,7,2
2018-06-26,6,242,17,2
2018-06-26,16,243,2,2
2018-06-26,16,243,4,2
2018-06-26,16,243,16,2
2018-06-26,18,244,15,1
2018-06-26,19,245,9,2
2018-06-26,19,245,15,3
2018-06-26,37,246,0,2
2018-06-26,66,247,3,3
2018-06-26,66,247,5,2
2018-06-26,103,248,7,3
2018-06-26,116,249,2,2
2018-06-26,116,249,18,3
2018-06-26,117,250,17,1
2018-06-27,40,251,2,2
2018-06-27,44,252,3,2
2018-06-27,44,252,13,1
2018-06-27,80,253,5,1
2018-06-27,80,253,10,2
2018-06-27,80,253,12,2
2018-06-27,80,253,16,3
2018-06-27,109,254,2,1
2018-06-27,109,254,11,3
2018-06-27,109,254,12,1
2018-06-27,109,254,13,1
2018-06-27,114,255,9,2
2018-06-27,114,255,14,1
2018-06-27,114,256,4,3
2018-06-28,14,257,0,1
2018-06-28,14,257,9,1
2018-06-28,33,258,7,3
2018-06-28,33,258,10,3
2018-06-28,33,258,16,2
2018-06-28,33,258,18,3
2018-06-28,39,259,18,1
2018-06-28,48,260,0,3
2018-06-28,48,260,4,3
2018-06-28,48,260,6,1
2018-06-28,48,260,7,3
2018-06-28,72,261,7,2
2018-06-28,72,262,11,2
2018-06-28,72,262,14,3
2018-06-28,72,262,15,3
2018-06-28,88,263,8,1
2018-06-28,88,263,12,1
2018-06-28,88,263,15,2
2018-06-28,88,263,17,3
2018-06-28,91,264,9,2
2018-06-28,91,264,14,1
2018-06-28,96,265,0,3
2018-06-28,96,265,8,2
2018-06-28,98,266,7,2
2018-06-28,98,266,13,3
2018-06-28,104,267,1,3
2018-06-28,104,267,9,2
2018-06-28,104,267,13,3
2018-06-28,104,267,17,3
2018-06-28,111,268,1,2
2018-06-28,111,268,4,1
2018-06-28,111,268,14,1
2018-06-28,111,268,16,1
2018-06-28,118,269,15,3
2018-06-28,119,270,2,2
2018-06-28,119,270,3,1
2018-06-28,119,270,8,1
2018-06-29,10,271,7,1
2018-06-29,24,272,11,3
2018-06-29,24,272,12,3
2018-06-29,102,273,4,3
2018-06-29,102,273,6,3
2018-06-29,102,273,9,1
2018-06-29,102,273,17,3
2018-06-29,105,274,18,1
2018-06-29,112,275,1,1
2018-06-29,112,275,2,2
2018-06-29,112,275,14,1
2018-06-29,112,275,15,2
2018-06-29,120,276,3,3
2018-06-30,42,277,6,1
2018-06-30,42,277,9,3
2018-06-30,49,278,5,3
2018-06-30,49,278,8,1
2018-06-30,49,278,13,2
2018-06-30,49,278,17,1
2018-06-30,72,279,0,3
2018-06-30,72,279,2,2
2018-06-30,72,279,8,1
2018-06-30,72,279,18,2
2018-06-30,121,280,8,2
2018-06-30,121,280,11,2
2018-06-30,121,280,16,3
2018-06-30,122,281,5,2
2018-06-30,122,281,8,2
2018-06-30,122,281,10,2
2018-06-30,122,281,11,1
2018-07-01,21,282,14,2
2018-07-01,49,283,13,1
2018-07-01,49,283,14,3
2018-07-01,49,283,18,1
2018-07-01,84,284,7,3
2018-07-01,84,284,9,2
2018-07-01,93,285,10,2
2018-07-01,93,285,11,1
2018-07-01,123,286,4,3
2018-07-01,123,286,7,3
2018-07-01,123,286,9,1
2018-07-01,124,287,4,3
2018-07-01,124,287,8,1
2018-07-01,124,287,11,1
2018-07-01,125,288,6,2
2018-07-01,125,288,13,3
2018-07-01,125,288,16,1
2018-07-01,125,288,18,1
2018-07-01,126,289,12,2
2018-07-01,127,290,18,1
2018-07-01,128,291,5,3
2018-07-01,128,291,6,2
2018-07-01,128,291,18,1
2018-07-01,129,292,2,1
2018-07-01,129,292,9,1
2018-07-01,130,293,5,1
2018-07-01,130,293,6,1
2018-07-01,130,293,18,1
2018-07-01,130,294,7,1
2018-07-01,130,294,12,2
2018-07-01,130,294,13,3
2018-07-01,130,294,15,3
2018-07-01,131,295,0,1
2018-07-01,131,295,7,3
2018-07-01,131,295,14,1
2018-07-01,132,296,5,1
2018-07-01,132,296,12,2
2018-07-01,132,296,15,3
2018-07-01,133,297,0,1
2018-07-01,133,297,4,3
2018-07-01,133,297,16,1
2018-07-01,134,298,9,2
2018-07-01,134,298,14,2
2018-07-01,134,298,15,2
2018-07-01,135,299,8,3
2018-07-01,135,299,11,1
2018-07-01,135,299,13,3
2018-07-02,5,300,5,2
2018-07-02,5,300,6,1
2018-07-02,5,300,8,3
2018-07-02,5,300,9,3
2018-07-02,61,301,16,3
2018-07-02,75,302,2,1
2018-07-02,83,303,1,3
2018-07-02,83,303,8,3
2018-07-02,83,303,9,2
2018-07-02,83,303,12,2
2018-07-02,136,304,2,1
2018-07-02,137,305,6,2
2018-07-02,137,305,8,3
2018-07-02,137,305,17,3
2018-07-02,138,306,15,3
2018-07-02,138,306,16,1
2018-07-03,5,307,4,1
2018-07-03,5,307,6,3
2018-07-03,5,307,8,3
2018-07-03,5,307,18,2
2018-07-03,18,308,1,2
2018-07-03,18,308,10,2
2018-07-03,18,308,15,2
2018-07-03,23,309,17,1
2018-07-03,70,310,2,1
2018-07-03,70,310,5,2
2018-07-03,70,310,8,1
2018-07-03,86,311,10,1
2018-07-03,86,311,13,1
2018-07-03,86,311,14,3
2018-07-03,86,311,17,2
2018-07-03,87,312,8,2
2018-07-03,87,312,13,1
2018-07-03,87,312,15,1
2018-07-03,87,312,18,1
2018-07-03,118,313,5,3
2018-07-03,118,313,14,3
2018-07-03,122,314,4,3
2018-07-03,128,315,4,2
2018-07-03,128,315,8,3
2018-07-03,128,315,12,3
2018-07-03,128,315,16,3
2018-07-03,132,316,1,2
2018-07-03,132,316,3,1
2018-07-03,139,317,2,2
2018-07-03,139,317,4,1
2018-07-03,139,317,9,1
2018-07-03,139,317,11,3
2018-07-03,140,318,0,3
2018-07-03,140,318,2,1
2018-07-03,140,318,5,2
2018-07-03,141,319,0,2
2018-07-03,141,319,4,3
2018-07-03,141,319,18,2
2018-07-03,142,320,1,1
2018-07-03,142,320,9,1
2018-07-03,142,320,16,2
2018-07-03,143,321,7,1
2018-07-03,143,321,10,3
2018-07-03,143,321,15,1
2018-07-03,143,321,18,1
2018-07-04,16,322,2,1
2018-07-04,16,322,18,1
2018-07-04,47,323,8,3
2018-07-04,47,323,11,3
2018-07-04,48,324,6,2
2018-07-04,48,324,13,2
2018-07-04,48,324,16,1
2018-07-04,48,324,18,2
2018-07-04,56,325,0,2
2018-07-04,56,325,16,3
2018-07-04,82,326,12,1
2018-07-04,82,326,16,1
2018-07-04,82,326,18,2
2018-07-04,144,327,0,1
2018-07-04,144,327,13,3
2018-07-04,145,328,2,2
2018-07-04,145,328,7,3
2018-07-04,146,329,1,2
2018-07-04,146,329,13,2
2018-07-04,146,329,16,3
2018-07-04,147,330,2,1
2018-07-04,147,330,6,1
2018-07-04,147,330,9,3
2018-07-04,147,330,12,1
2018-07-04,148,331,14,3
2018-07-04,149,332,6,1
2018-07-04,149,332,12,3
2018-07-04,149,332,17,1
2018-07-04,150,333,1,2
2018-07-04,150,333,9,1
2018-07-04,150,333,16,1
2018-07-05,20,334,0,2
2018-07-05,20,334,3,2
2018-07-05,20,334,7,2
2018-07-05,20,334,9,2
2018-07-05,22,335,0,3
2018-07-05,22,335,3,1
2018-07-05,22,335,13,1
2018-07-05,124,336,8,1
2018-07-05,124,336,14,3
2018-07-05,142,337,2,2
2018-07-05,151,338,0,2
2018-07-05,151,338,7,2
2018-07-05,152,339,4,3
2018-07-05,152,339,12,1
2018-07-05,153,340,3,1
2018-07-05,153,340,8,1
2018-07-05,154,341,10,3
2018-07-05,154,341,15,1
2018-07-06,18,342,2,1
2018-07-06,18,342,10,1
2018-07-06,18,342,15,3
2018-07-06,28,343,3,1
2018-07-06,58,344,0,1
2018-07-06,58,344,8,2
2018-07-06,58,344,15,2
2018-07-06,76,345,0,2
2018-07-06,76,345,7,1
2018-07-06,76,345,10,1
2018-07-06,76,345,15,3
2018-07-06,114,346,10,2
2018-07-06,130,347,3,2
2018-07-06,130,347,10,3
2018-07-06,130,347,11,2
2018-07-06,130,347,12,2
2018-07-06,137,348,3,1
2018-07-06,137,348,7,1
2018-07-06,137,348,16,2
2018-07-06,140,349,1,3
2018-07-06,140,349,10,1
2018-07-06,140,349,18,2
2018-07-06,141,350,12,2
2018-07-06,155,351,4,2
2018-07-06,156,352,1,3
2018-07-06,156,352,7,2
2018-07-06,156,352,15,3
2018-07-06,156,352,17,2
2018-07-06,157,353,9,2
2018-07-06,157,353,11,1
2018-07-06,157,353,14,1
2018-07-06,158,354,4,3
2018-07-06,158,354,9,2
2018-07-06,158,354,15,1
2018-07-06,158,354,16,3
2018-07-06,159,355,8,2
2018-07-06,160,356,1,1
2018-07-06,160,356,11,2
2018-07-06,160,356,14,3
2018-07-06,161,357,10,1
2018-07-06,162,358,9,2
2018-07-06,162,358,13,2
2018-07-06,162,358,14,1
2018-07-06,162,358,15,2
2018-07-06,163,359,4,2
2018-07-06,163,359,9,2
2018-07-07,41,360,1,3
2018-07-07,41,360,6,3
2018-07-07,41,360,8,2
2018-07-07,68,361,8,1
2018-07-07,68,361,18,1
2018-07-07,71,362,5,3
2018-07-07,71,362,6,3
2018-07-07,71,362,11,3
2018-07-07,108,363,8,1
2018-07-07,111,364,1,3
2018-07-07,111,364,4,1
2018-07-07,111,364,18,2
2018-07-07,136,365,9,3
2018-07-07,136,365,10,2
2018-07-07,151,366,8,3
2018-07-07,164,367,1,2
2018-07-07,164,367,7,1
2018-07-07,164,367,8,2
2018-07-07,164,367,12,3
2018-07-07,165,368,10,3
2018-07-07,165,368,13,3
2018-07-07,165,368,14,1
2018-07-07,165,368,17,3
2018-07-07,166,369,18,3
2018-07-07,167,370,0,2
2018-07-07,167,370,1,3
2018-07-07,167,370,15,2
